GeneID	Symbol	Description	Synonyms	GeneType	EnsemblGeneID	Status	ChrAcc	ChrStart	ChrStop	Orientation	Length	GOFunctionID	GOProcessID	GOComponentID	GOFunction	GOProcess	GOComponent
83858	ATAD3B	ATPase family AAA domain containing 3B	AAA-TOB3|TOB3	protein-coding	ENSG00000160072	active	NC_000001.11	1471732	1509466	positive	6268	GO:0005524///GO:0016887	GO:0007005	GO:0005739///GO:0005743///GO:0005886///GO:0030667///GO:0101003	ATP binding///ATP hydrolysis activity	mitochondrion organization	mitochondrion///mitochondrial inner membrane///plasma membrane///secretory granule membrane///ficolin-1-rich granule membrane
55210	ATAD3A	ATPase family AAA domain containing 3A	HAYOS|PHRINL	protein-coding	ENSG00000197785	active	NC_000001.11	1512143	1534687	positive	2885	GO:0005515///GO:0005524///GO:0016887	GO:0001558///GO:0007005///GO:0043066///GO:0140374	GO:0005739///GO:0005743///GO:0042645	protein binding///ATP binding///ATP hydrolysis activity	regulation of cell growth///mitochondrion organization///negative regulation of apoptotic process///antiviral innate immune response	mitochondrion///mitochondrial inner membrane///mitochondrial nucleoid
339453	TMEM240	transmembrane protein 240	C1orf70|SCA21	protein-coding	ENSG00000205090	active	NC_000001.11	1534778	1540624	negative	1381			GO:0097060			synaptic membrane
29101	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase	HSPC182|PNAS-120	protein-coding	ENSG00000160075	active	NC_000001.11	1541673	1574863	negative	1284	GO:0005515///GO:0008420///GO:0017018	GO:0006369///GO:0006378///GO:0070940	GO:0005654///GO:0005829///GO:0005847	protein binding///RNA polymerase II CTD heptapeptide repeat phosphatase activity///myosin phosphatase activity	termination of RNA polymerase II transcription///mRNA polyadenylation///dephosphorylation of RNA polymerase II C-terminal domain	nucleoplasm///cytosol///mRNA cleavage and polyadenylation specificity factor complex
643988	FNDC10	fibronectin type III domain containing 10	C1orf233	protein-coding	ENSG00000228594	active	NC_000001.11	1598012	1600135	negative	2124			GO:0016020			membrane
105378586	LOC105378586	uncharacterized LOC105378586		ncRNA		active	NC_000001.11	1599433	1607210	positive	572						
142678	MIB2	MIB E3 ubiquitin protein ligase 2	ZZANK1|ZZZ5	protein-coding	ENSG00000197530	active	NC_000001.11	1613730	1630610	positive	9692	GO:0003779///GO:0004842///GO:0005515///GO:0008270	GO:0007219///GO:0016567///GO:0043123	GO:0005737///GO:0005768///GO:0005829	actin binding///ubiquitin-protein transferase activity///protein binding///zinc ion binding	Notch signaling pathway///protein ubiquitination///positive regulation of I-kappaB kinase/NF-kappaB signaling	cytoplasm///endosome///cytosol
8510	MMP23B	matrix metallopeptidase 23B	MIFR|MIFR-1|MMP22|MMP23A	protein-coding	ENSG00000189409	active	NC_000001.11	1631681	1635638	positive	2764	GO:0004222///GO:0008237///GO:0008270	GO:0000003///GO:0006508///GO:0030198///GO:0030574	GO:0005615///GO:0005789///GO:0031012///GO:0062023	metalloendopeptidase activity///metallopeptidase activity///zinc ion binding	reproduction///proteolysis///extracellular matrix organization///collagen catabolic process	extracellular space///endoplasmic reticulum membrane///extracellular matrix///collagen-containing extracellular matrix
984	CDK11B	cyclin dependent kinase 11B	CDC2L1|CDK11|CDK11-p110|CDK11-p46|CDK11-p58|CLK-1|PITSLREA|PK58|p58|p58CDC2L1|p58CLK-1	protein-coding	ENSG00000248333	active	NC_000001.11	1635225	1659619	negative	4363	GO:0003723///GO:0004672///GO:0004674///GO:0004693///GO:0005515///GO:0005524///GO:0106310	GO:0000278///GO:0001558///GO:0006355///GO:0006468///GO:0006915///GO:0007346///GO:0050684	GO:0005634///GO:0005737	RNA binding///protein kinase activity///protein serine/threonine kinase activity///cyclin-dependent protein serine/threonine kinase activity///protein binding///ATP binding///protein serine kinase activity	mitotic cell cycle///regulation of cell growth///regulation of DNA-templated transcription///protein phosphorylation///apoptotic process///regulation of mitotic cell cycle///regulation of mRNA processing	nucleus///cytoplasm
728661	SLC35E2B	solute carrier family 35 member E2B	SLC35E2	protein-coding	ENSG00000189339	active	NC_000001.11	1659798	1692795	negative	6908	GO:0015297	GO:0001835///GO:0055085	GO:0005794///GO:0016020	antiporter activity	blastocyst hatching///transmembrane transport	Golgi apparatus///membrane
8511	MMP23A	matrix metallopeptidase 23A (pseudogene)	MIFR|MIFR-1|MMP21	pseudo	ENSG00000215914	active	NC_000001.11	1699939	1701808	positive	906						
728642	CDK11A	cyclin dependent kinase 11A	CDC2L2|CDC2L3|CDK11-p110|CDK11-p46|CDK11-p58|PITSLRE|p58GTA	protein-coding	ENSG00000008128	active	NC_000001.11	1702379	1724357	negative	3050	GO:0004672///GO:0004674///GO:0004693///GO:0005524///GO:0106310	GO:0000278///GO:0001558///GO:0006355///GO:0006468///GO:0006915///GO:0007346///GO:0050684	GO:0005634///GO:0005737	protein kinase activity///protein serine/threonine kinase activity///cyclin-dependent protein serine/threonine kinase activity///ATP binding///protein serine kinase activity	mitotic cell cycle///regulation of cell growth///regulation of DNA-templated transcription///protein phosphorylation///apoptotic process///regulation of mitotic cell cycle///regulation of mRNA processing	nucleus///cytoplasm
9906	SLC35E2A	solute carrier family 35 member E2A	SLC35E2	pseudo		active	NC_000001.11	1724838	1745999	negative	7297	GO:0005515///GO:0015297	GO:0055085	GO:0005794///GO:0016020	protein binding///antiporter activity	transmembrane transport	Golgi apparatus///membrane
112268218	LOC112268218	uncharacterized LOC112268218		ncRNA		active	NC_000001.11	1745725	1751773	positive	2032						
65220	NADK	NAD kinase	dJ283E3.1	protein-coding	ENSG00000008130	active	NC_000001.11	1751232	1780509	negative	5092	GO:0003951///GO:0005515///GO:0005524///GO:0046872	GO:0006741///GO:0016310///GO:0019674///GO:0046034	GO:0005829	NAD+ kinase activity///protein binding///ATP binding///metal ion binding	NADP biosynthetic process///phosphorylation///NAD metabolic process///ATP metabolic process	cytosol
2782	GNB1	G protein subunit beta 1	HG2A|MDS|MRD42	protein-coding	ENSG00000078369	active	NC_000001.11	1785285	1891117	negative	3494	GO:0003924///GO:0005515///GO:0030159///GO:0044877///GO:0051020	GO:0007165///GO:0007186///GO:0007191///GO:0007200///GO:0007213///GO:0007265///GO:0008283///GO:0050909///GO:0060041///GO:0071380///GO:0071870	GO:0005737///GO:0005765///GO:0005829///GO:0005834///GO:0005886///GO:0016020///GO:0045202///GO:0070062///GO:0097381///GO:1903561	GTPase activity///protein binding///signaling receptor complex adaptor activity///protein-containing complex binding///GTPase binding	signal transduction///G protein-coupled receptor signaling pathway///adenylate cyclase-activating dopamine receptor signaling pathway///phospholipase C-activating G protein-coupled receptor signaling pathway///G protein-coupled acetylcholine receptor signaling pathway///Ras protein signal transduction///cell population proliferation///sensory perception of taste///retina development in camera-type eye///cellular response to prostaglandin E stimulus///cellular response to catecholamine stimulus	cytoplasm///lysosomal membrane///cytosol///heterotrimeric G-protein complex///plasma membrane///membrane///synapse///extracellular exosome///photoreceptor disc membrane///extracellular vesicle
105378949	GNB1-DT	GNB1 divergent transcript		ncRNA	ENSG00000231050	active	NC_000001.11	1891057	1892722	positive	1470						
163688	CALML6	calmodulin like 6	CAGLP	protein-coding	ENSG00000169885	active	NC_000001.11	1913751	1917296	positive	2245	GO:0005509///GO:0005515///GO:0030234	GO:0050790	GO:0005634///GO:0005737	calcium ion binding///protein binding///enzyme regulator activity	regulation of catalytic activity	nucleus///cytoplasm
339456	TMEM52	transmembrane protein 52		protein-coding	ENSG00000178821	active	NC_000001.11	1917591	1919279	negative	935			GO:0016020			membrane
85452	CFAP74	cilia and flagella associated protein 74	C1orf222|KIAA1751	protein-coding	ENSG00000142609	active	NC_000001.11	1921957	2003837	negative	7400		GO:0035082	GO:0005930		axoneme assembly	axoneme
107984872	LOC107984872	uncharacterized LOC107984872		ncRNA		active	NC_000001.11	1955857	1958986	positive	2799						
105378589	LOC105378589	uncharacterized LOC105378589		ncRNA		active	NC_000001.11	2013211	2018138	negative	4748						
2563	GABRD	gamma-aminobutyric acid type A receptor subunit delta	EIG10|EJM7|GEFSP5	protein-coding	ENSG00000187730	active	NC_000001.11	2019345	2030758	positive	5126	GO:0004890///GO:0005231///GO:0005254///GO:0005515///GO:0030594///GO:1904315	GO:0007165///GO:0007268///GO:0034220///GO:0042391///GO:0050877///GO:0060079///GO:1902476	GO:0005886///GO:0030424///GO:0030425///GO:0034707///GO:0043005///GO:0043025///GO:0045202///GO:0045211///GO:0098982///GO:1902711	GABA-A receptor activity///excitatory extracellular ligand-gated ion channel activity///chloride channel activity///protein binding///neurotransmitter receptor activity///transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	signal transduction///chemical synaptic transmission///ion transmembrane transport///regulation of membrane potential///nervous system process///excitatory postsynaptic potential///chloride transmembrane transport	plasma membrane///axon///dendrite///chloride channel complex///neuron projection///neuronal cell body///synapse///postsynaptic membrane///GABA-ergic synapse///GABA-A receptor complex
105378590	LOC105378590	uncharacterized LOC105378590		ncRNA		active	NC_000001.11	2034986	2047447	negative	2225						
105378591	PRKCZ-DT	PRKCZ divergent transcript		ncRNA	ENSG00000226969	active	NC_000001.11	2049201	2050070	negative	540						
5590	PRKCZ	protein kinase C zeta	PKC-ZETA|PKC2	protein-coding	ENSG00000067606	active	NC_000001.11	2050411	2185399	positive	7347	GO:0004672///GO:0004674///GO:0004697///GO:0004698///GO:0005515///GO:0005524///GO:0015459///GO:0019901///GO:0043274///GO:0043560///GO:0044877///GO:0046872///GO:0071889///GO:0106310	GO:0000226///GO:0001954///GO:0006468///GO:0006954///GO:0007165///GO:0007166///GO:0007616///GO:0008284///GO:0016477///GO:0018105///GO:0030010///GO:0031333///GO:0031584///GO:0032148///GO:0032733///GO:0032736///GO:0032753///GO:0032754///GO:0032869///GO:0035556///GO:0043066///GO:0045197///GO:0045630///GO:0046627///GO:0046628///GO:0047496///GO:0050732///GO:0051092///GO:0051222///GO:0051346///GO:0051899///GO:0060081///GO:0060291///GO:0070374///GO:0070528///GO:0072659///GO:0098696///GO:1990138///GO:2000463///GO:2000553	GO:0001725///GO:0005635///GO:0005737///GO:0005768///GO:0005815///GO:0005829///GO:0005886///GO:0005911///GO:0005923///GO:0014069///GO:0016020///GO:0016324///GO:0016363///GO:0030054///GO:0031252///GO:0031982///GO:0035748///GO:0043203///GO:0045121///GO:0045179///GO:0048471///GO:0070062///GO:0070160///GO:0098685///GO:0098978///GO:0120157	protein kinase activity///protein serine/threonine kinase activity///protein kinase C activity///calcium-dependent protein kinase C activity///protein binding///ATP binding///potassium channel regulator activity///protein kinase binding///phospholipase binding///insulin receptor substrate binding///protein-containing complex binding///metal ion binding///14-3-3 protein binding///protein serine kinase activity	microtubule cytoskeleton organization///positive regulation of cell-matrix adhesion///protein phosphorylation///inflammatory response///signal transduction///cell surface receptor signaling pathway///long-term memory///positive regulation of cell population proliferation///cell migration///peptidyl-serine phosphorylation///establishment of cell polarity///negative regulation of protein-containing complex assembly///activation of phospholipase D activity///activation of protein kinase B activity///positive regulation of interleukin-10 production///positive regulation of interleukin-13 production///positive regulation of interleukin-4 production///positive regulation of interleukin-5 production///cellular response to insulin stimulus///intracellular signal transduction///negative regulation of apoptotic process///establishment or maintenance of epithelial cell apical/basal polarity///positive regulation of T-helper 2 cell differentiation///negative regulation of insulin receptor signaling pathway///positive regulation of insulin receptor signaling pathway///vesicle transport along microtubule///negative regulation of peptidyl-tyrosine phosphorylation///positive regulation of NF-kappaB transcription factor activity///positive regulation of protein transport///negative regulation of hydrolase activity///membrane depolarization///membrane hyperpolarization///long-term synaptic potentiation///positive regulation of ERK1 and ERK2 cascade///protein kinase C signaling///protein localization to plasma membrane///regulation of neurotransmitter receptor localization to postsynaptic specialization membrane///neuron projection extension///positive regulation of excitatory postsynaptic potential///positive regulation of T-helper 2 cell cytokine production	stress fiber///nuclear envelope///cytoplasm///endosome///microtubule organizing center///cytosol///plasma membrane///cell-cell junction///bicellular tight junction///postsynaptic density///membrane///apical plasma membrane///nuclear matrix///cell junction///cell leading edge///vesicle///myelin sheath abaxonal region///axon hillock///membrane raft///apical cortex///perinuclear region of cytoplasm///extracellular exosome///tight junction///Schaffer collateral - CA1 synapse///glutamatergic synapse///PAR polarity complex
100506504	PRKCZ-AS1	PRKCZ antisense RNA 1		ncRNA	ENSG00000182873	active	NC_000001.11	2181794	2183875	negative	1253						
199990	FAAP20	FA core complex associated protein 20	C1orf86|FP7162	protein-coding	ENSG00000162585	active	NC_000001.11	2184457	2212720	negative	7844	GO:0005515///GO:0031593///GO:0043130///GO:0046872///GO:0070530///GO:0140036	GO:0006513///GO:0006974///GO:0019985///GO:0036297	GO:0000785///GO:0005654///GO:0005694///GO:0016604///GO:0030054///GO:0043240	protein binding///polyubiquitin modification-dependent protein binding///ubiquitin binding///metal ion binding///K63-linked polyubiquitin modification-dependent protein binding///ubiquitin-dependent protein binding	protein monoubiquitination///cellular response to DNA damage stimulus///translesion synthesis///interstrand cross-link repair	chromatin///nucleoplasm///chromosome///nuclear body///cell junction///Fanconi anaemia nuclear complex
